Id,SalePrice
1461,203338.75
1462,173218.203125
1463,211854.640625
1464,161102.890625
1465,291320.71875
1466,151514.734375
1467,285382.96875
1468,218956.625
1469,128322.8046875
1470,120155.46875
1471,126201.25
1472,370141.28125
1473,132617.359375
1474,230944.9375
1475,151297.578125
1476,136839.609375
1477,152551.265625
1478,101004.046875
1479,160664.546875
1480,129018.5703125
1481,340418.90625
1482,131737.0
1483,236564.625
1484,135650.984375
1485,143587.328125
1486,259029.15625
1487,135993.328125
1488,299121.28125
1489,202743.125
1490,69116.90625
1491,54883.953125
1492,143965.078125
1493,195741.890625
1494,168831.96875
1495,293165.71875
1496,323603.09375
1497,147675.265625
1498,155964.265625
1499,128951.1640625
1500,84722.015625
1501,148556.265625
1502,162536.546875
1503,137347.9375
1504,129868.375
1505,140940.671875
1506,290528.03125
1507,274327.125
1508,244884.203125
1509,105479.0859375
1510,129343.3203125
1511,175960.59375
1512,123371.421875
1513,104401.4453125
1514,368496.8125
1515,124564.0625
1516,164103.734375
1517,195907.359375
1518,192489.171875
1519,414161.96875
1520,123800.3125
1521,171122.453125
1522,100007.6953125
1523,204878.453125
1524,139370.421875
1525,237300.5625
1526,308083.5625
1527,229395.21875
1528,202727.078125
1529,77372.875
1530,215429.0625
1531,268979.875
1532,125118.515625
1533,196214.375
1534,148530.0625
1535,101725.484375
1536,91197.609375
1537,118852.0390625
1538,120471.921875
1539,122996.546875
1540,114803.703125
1541,186287.765625
1542,178676.0
1543,249082.625
1544,125696.890625
1545,166229.0625
1546,275495.40625
1547,177034.46875
1548,154374.21875
1549,71518.1640625
1550,118133.8984375
1551,104479.4375
1552,117007.171875
1553,151478.765625
1554,160227.84375
1555,190375.28125
1556,177548.46875
1557,216121.296875
1558,114369.65625
1559,80470.7109375
1560,117597.6171875
1561,208065.125
1562,171866.265625
1563,125070.1953125
1564,197765.9375
1565,165388.453125
1566,260915.640625
1567,95452.859375
1568,102598.8359375
1569,117581.578125
1570,194160.28125
1571,145497.703125
1572,175390.46875
1573,338587.625
1574,221892.21875
1575,219997.109375
1576,165528.734375
1577,127505.8515625
1578,148254.953125
1579,328063.375
1580,169656.09375
1581,165344.921875
1582,95297.5
1583,142359.90625
1584,160898.53125
1585,177677.203125
1586,86300.6171875
1587,136501.765625
1588,89388.7578125
1589,146505.234375
1590,143579.515625
1591,216851.53125
1592,213861.859375
1593,151782.4375
1594,215545.984375
1595,178892.203125
1596,186677.78125
1597,142133.359375
1598,189938.0625
1599,252260.40625
1600,199963.796875
1601,108718.4296875
1602,238879.078125
1603,127730.640625
1604,214439.625
1605,133264.203125
1606,128393.9296875
1607,106997.6953125
1608,215717.703125
1609,155494.21875
1610,105393.6171875
1611,138565.703125
1612,347598.5
1613,190444.828125
1614,192306.78125
1615,117176.9140625
1616,76266.6484375
1617,111603.0390625
1618,285103.34375
1619,235311.109375
1620,298319.0625
1621,158317.1875
1622,411290.21875
1623,237884.484375
1624,94458.9140625
1625,150759.75
1626,123419.4296875
1627,187022.234375
1628,347316.5
1629,195195.328125
1630,231416.734375
1631,125648.46875
1632,209541.875
1633,208516.234375
1634,153622.421875
1635,198727.125
1636,229097.890625
1637,213246.40625
1638,169709.328125
1639,452045.78125
1640,112320.671875
1641,172607.234375
1642,185012.484375
1643,123025.0546875
1644,203161.96875
1645,124717.046875
1646,403846.6875
1647,181476.421875
1648,129024.7265625
1649,144743.859375
1650,281697.6875
1651,310184.40625
1652,189235.8125
1653,198166.0
1654,141283.3125
1655,121153.7734375
1656,152308.796875
1657,291871.3125
1658,247225.109375
1659,116328.46875
1660,291029.40625
1661,138377.265625
1662,167003.6875
1663,114117.6484375
1664,146090.296875
1665,112833.859375
1666,178683.5
1667,138234.671875
1668,133379.90625
1669,267460.96875
1670,150735.890625
1671,93636.8125
1672,170951.828125
1673,244373.75
1674,152503.265625
1675,146478.828125
1676,139261.34375
1677,201519.640625
1678,92680.0703125
1679,252775.515625
1680,170098.703125
1681,211306.40625
1682,197016.53125
1683,176422.328125
1684,114274.6875
1685,415352.5625
1686,97086.6640625
1687,276675.21875
1688,99524.171875
1689,123063.78125
1690,188682.40625
1691,139599.21875
1692,359623.28125
1693,96897.6015625
1694,126773.0234375
1695,208535.140625
1696,90259.6796875
1697,186820.609375
1698,199958.453125
1699,261489.828125
1700,128868.9140625
1701,254722.34375
1702,103456.0
1703,89224.2109375
1704,130105.0234375
1705,231293.1875
1706,226894.421875
1707,133095.78125
1708,144205.8125
1709,189535.8125
1710,256305.515625
1711,80782.046875
1712,264167.03125
1713,172385.65625
1714,159092.109375
1715,143345.15625
1716,217901.328125
1717,185421.578125
1718,224591.328125
1719,209960.546875
1720,102686.25
1721,168588.046875
1722,328839.25
1723,157256.625
1724,128600.4140625
1725,80821.421875
1726,180528.234375
1727,185878.1875
1728,176971.6875
1729,109501.859375
1730,154641.375
1731,269423.5
1732,224704.015625
1733,295633.03125
1734,161510.5625
1735,130640.53125
1736,181178.46875
1737,204565.671875
1738,117850.109375
1739,392557.3125
1740,212802.296875
1741,219551.515625
1742,174627.71875
1743,207839.4375
1744,250790.9375
1745,179969.390625
1746,160780.265625
1747,175621.9375
1748,95515.6875
1749,117388.9765625
1750,137092.625
1751,249386.390625
1752,123835.265625
1753,136856.3125
1754,237054.703125
1755,179171.875
1756,144874.5
1757,139810.796875
1758,226741.5
1759,173545.765625
1760,155346.140625
1761,155798.8125
1762,285621.5
1763,231487.375
1764,136567.0
1765,309862.71875
1766,307447.53125
1767,230049.390625
1768,98856.8984375
1769,103797.25
1770,382668.8125
1771,179635.359375
1772,138864.671875
1773,124882.0
1774,294373.21875
1775,177756.015625
1776,193547.234375
1777,255477.0
1778,265935.15625
1779,301732.53125
1780,203584.59375
1781,352126.46875
1782,337309.75
1783,279970.46875
1784,123694.5703125
1785,249846.3125
1786,89123.6875
1787,294848.875
1788,140016.8125
1789,176199.203125
1790,80066.8359375
1791,130987.21875
1792,137478.59375
1793,277095.0625
1794,193745.03125
1795,191059.890625
1796,213183.984375
1797,371665.8125
1798,210916.234375
1799,213515.828125
1800,154039.796875
1801,221460.09375
1802,80763.7890625
1803,88063.109375
1804,278588.96875
1805,88496.34375
1806,138212.390625
1807,148538.28125
1808,174640.875
1809,179401.5
1810,456072.875
1811,296012.78125
1812,204294.875
1813,94130.3203125
1814,109997.1328125
1815,152437.25
1816,171464.6875
1817,164931.984375
1818,140820.703125
1819,121243.1171875
1820,269922.6875
1821,153703.03125
1822,140053.40625
1823,198824.953125
1824,112515.046875
1825,185120.859375
1826,127437.65625
1827,159738.25
1828,156885.890625
1829,142352.03125
1830,158426.546875
1831,175270.234375
1832,128972.1953125
1833,123188.1328125
1834,123190.9453125
1835,206652.578125
1836,64400.39453125
1837,139552.375
1838,305977.4375
1839,371050.625
1840,176149.140625
1841,136611.953125
1842,196307.953125
1843,194891.953125
1844,75334.4921875
1845,234688.96875
1846,192030.234375
1847,83945.015625
1848,133296.984375
1849,188433.703125
1850,427361.46875
1851,120360.1875
1852,215545.78125
1853,109190.0625
1854,94564.0078125
1855,108153.59375
1856,134201.71875
1857,125057.4375
1858,151656.40625
1859,67008.5546875
1860,213273.046875
1861,245513.703125
1862,190811.15625
1863,104922.0703125
1864,254133.453125
1865,172082.109375
1866,160904.203125
1867,123162.171875
1868,169559.53125
1869,265934.90625
1870,326273.65625
1871,72700.890625
1872,145963.703125
1873,234549.34375
1874,106568.8671875
1875,236356.03125
1876,186589.140625
1877,153887.25
1878,240505.25
1879,111871.5703125
1880,137297.90625
1881,205886.78125
1882,212956.1875
1883,115682.1640625
1884,319457.125
1885,143856.78125
1886,136927.078125
1887,252253.421875
1888,111274.75
1889,199287.0
1890,166401.9375
1891,93082.4765625
1892,98515.734375
1893,119570.6640625
1894,175985.09375
1895,86982.375
1896,208306.15625
1897,107105.609375
1898,116613.828125
1899,94081.2265625
1900,130786.5
1901,469730.125
1902,112539.40625
1903,152285.984375
1904,187763.53125
1905,216995.734375
1906,147738.65625
1907,202490.578125
1908,202488.265625
1909,126061.8359375
1910,112048.921875
1911,107661.0703125
1912,245488.875
1913,189375.375
1914,220279.890625
1915,165218.03125
1916,174973.96875
1917,91564.8515625
1918,214694.390625
1919,174205.890625
1920,111341.3046875
1921,259567.25
1922,154210.75
1923,102175.7421875
1924,182640.390625
1925,119755.5390625
1926,171068.109375
1927,182668.78125
1928,154164.875
1929,246473.203125
1930,176246.59375
1931,219308.765625
1932,198137.265625
1933,140081.0625
1934,401731.65625
1935,252388.90625
1936,138456.59375
1937,210556.078125
1938,394074.59375
1939,308849.625
1940,102625.6484375
1941,355279.6875
1942,349905.375
1943,163593.40625
1944,168425.59375
1945,135862.40625
1946,147039.078125
1947,148974.21875
1948,180767.875
1949,139888.15625
1950,98588.2890625
1951,111819.8359375
1952,147691.1875
1953,171505.578125
1954,146112.171875
1955,95413.0859375
1956,46297.78125
1957,386617.625
1958,175455.203125
1959,132588.90625
1960,125206.25
1961,112098.40625
1962,208010.765625
1963,142524.0
1964,282792.9375
1965,140168.984375
1966,118862.8046875
1967,229691.625
1968,180813.21875
1969,157238.1875
1970,134497.5625
1971,152409.34375
1972,187735.953125
1973,122659.078125
1974,143572.53125
1975,92819.296875
1976,405946.90625
1977,164767.546875
1978,267227.9375
1979,186748.125
1980,236776.5625
1981,96966.1875
1982,149800.671875
1983,148662.0
1984,219618.734375
1985,289896.1875
1986,186060.6875
1987,135239.3125
1988,451886.3125
1989,91623.03125
1990,209804.828125
1991,187125.0
1992,129068.046875
1993,110471.46875
1994,39779.93359375
1995,201958.875
1996,127334.515625
1997,189953.265625
1998,119130.625
1999,136701.21875
2000,259218.203125
2001,356848.5
2002,253713.3125
2003,211379.96875
2004,143961.921875
2005,211284.234375
2006,242005.359375
2007,180152.953125
2008,130568.90625
2009,126407.703125
2010,228023.71875
2011,140822.578125
2012,113854.796875
2013,256655.28125
2014,111070.5546875
2015,251461.03125
2016,107558.7578125
2017,143453.59375
2018,103547.703125
2019,201962.34375
2020,201971.578125
2021,154327.421875
2022,159123.21875
2023,112918.2578125
2024,183709.484375
2025,257994.203125
2026,123026.109375
2027,319689.0625
2028,198426.203125
2029,306043.09375
2030,140129.15625
2031,143956.015625
2032,122935.21875
2033,221018.5
2034,169998.96875
2035,124701.703125
2036,116650.3046875
2037,149960.328125
2038,156863.59375
2039,150843.75
2040,126276.0078125
2041,188866.75
2042,306705.15625
2043,125607.375
2044,326029.1875
2045,135205.015625
2046,369699.21875
2047,121529.6328125
2048,132957.5
2049,182086.46875
2050,97111.9453125
2051,193188.015625
2052,459191.1875
2053,138689.3125
2054,141228.609375
2055,117019.453125
2056,330488.25
2057,107924.1328125
2058,192550.3125
2059,208905.171875
2060,152351.21875
2061,266037.375
2062,129854.7578125
2063,224359.6875
2064,152927.375
2065,224106.28125
2066,219475.9375
2067,153645.71875
2068,179188.28125
2069,330354.3125
2070,116051.5625
2071,340665.40625
2072,154113.421875
2073,270970.34375
2074,128046.1640625
2075,78661.0546875
2076,138736.40625
2077,185465.078125
2078,114739.890625
2079,315982.34375
2080,319293.28125
